image_path,label,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14,angle_15,angle_16,angle_17,angle_18,angle_19,angle_20,angle_21,angle_22,angle_23,angle_24,angle_25,angle_26,angle_27,angle_28,angle_29,angle_30,angle_31,angle_32
dataset/train\downdog\00000140.jpg,downdog,0.5531174781157865,116.73255316134647,171.58656005012728,156.74733847747117,111.34140999472874,175.53351767386616,158.93141579733492,,,,,173.10628067269184,5.119602981473014,165.7108691628582,161.79694118417976,160.07924509788026,156.98942712408072,103.00570717216578,163.2909176015367,63.04000782662149,15.74432760215612,,,33.51102878216148,145.9485296556038,178.6657692454096,178.45532894487474,164.80677394490397,169.28124946994623,71.03031319171102,74.80257320492814,28.64361513382571,29.80523054830753
dataset/train\downdog\00000142.jpg,downdog,0.0616672622182001,109.06851321352684,176.60097329730223,165.28972368878186,118.73959656830131,176.4557229166432,155.99636454105698,,,,,168.88835209214884,13.405189378924877,120.40108668776018,132.90239959595536,166.29297787665269,159.7488162876523,83.48876674119886,93.48258978865638,80.8752027362978,76.7976792025277,,,32.77197655692384,146.82100158577407,172.66994275313002,171.86035906654473,166.55228843158102,167.11655241958346,52.41162455456979,56.93021364376271,24.225417186752065,23.959778114144218
dataset/train\downdog\00000143.jpg,downdog,0.2875891579525756,114.9571707691766,179.27193454657646,167.03248240339855,117.26430794850684,178.02762812204415,165.13373098041978,,,,,108.84287899392041,73.29124015750116,167.88691164070627,172.6257417061974,166.9453412724412,123.48580253731716,61.990885965307655,31.352912593859696,81.23077254913464,147.29560803334533,,,30.061021529195145,150.7134645511094,169.27245363254502,163.4489622379923,162.27947247873516,163.99896367592726,83.29506437107013,90.43663991658835,20.85858317025654,21.412808551750793
dataset/train\downdog\00000144.jpg,downdog,6.741301148982318,134.64843460603643,179.18589052777705,161.74374007795728,129.9028760848557,179.32615508113398,170.814510226205,,,,,40.741046522968674,134.9601722170038,178.7871074681533,175.51526821607794,153.34437677129506,147.07891608293951,132.53480095311124,93.39453241982588,42.625061507388025,79.8235907461485,,,68.49678043789545,111.2201529170675,177.03993192424238,177.50755558303788,176.36508211558348,173.48873475085162,82.68645047749476,80.48880055236994,31.5744841323177,27.420141913009232
dataset/train\downdog\00000145.jpg,downdog,11.290997564352821,116.22158455670173,177.7125625031874,161.6586040331436,158.31893938457742,176.43021593567772,104.58456083811544,,,,,84.3153711575292,90.98172567439205,166.05377473058883,173.50400420130484,167.26645596469436,142.91237704448156,87.43376964401945,55.86735149360487,79.17998795064587,117.73123541042476,,,58.197376270808874,123.24370175434981,173.72200017657516,173.86099227575602,158.05984255089865,166.68940641916438,72.6215593545535,91.4818979937257,24.605140599346814,22.579835947783728
dataset/train\downdog\00000146.jpg,downdog,6.192245368020891,107.74050696961802,178.27874590256351,166.26819843976568,121.02558905483095,177.8986487124166,158.36479392645447,,,,,129.6383910281488,54.53130923285618,151.999865432783,160.02161696826653,166.11115764208367,159.69427387520165,102.39974814107049,154.02447785687326,59.156659367429334,21.886960212351074,,,107.3668367347597,73.00084600497749,175.8219510462803,177.15366940701387,166.0668737651481,168.56361775948338,88.58570711676259,87.47654961364346,18.41934765197038,15.29479622434213
dataset/train\downdog\00000150.jpg,downdog,2.719757288119169,108.78326092249169,179.79169021861264,165.50063770533433,117.69719333456813,178.65977098348185,150.4570553266736,,,,,169.8064858704127,7.854823178878067,178.73895220878885,176.5178651461382,147.35410094669476,156.4275523329405,108.14836685125904,155.68826467374288,59.21904658481159,22.062861230235168,,,91.51673958334744,86.42729078942796,179.5194078448278,178.440938379769,158.26737816439746,166.88451818256087,67.05404586240465,76.88718681784239,22.534468468868837,23.203288654806332
dataset/train\downdog\00000151.jpg,downdog,0.016447555773687967,124.74094032799893,174.93046559282442,159.14725097495585,128.3111347376399,175.1958106371815,155.41322062933358,,,,,73.13772960591895,114.43215590796899,172.17041972073648,163.8707862179927,156.24386988096265,174.1374012478679,101.23337098961511,64.5470842114437,64.54878689399915,97.30825028487443,,,111.77481561485756,69.29477777008452,179.11829586074458,179.29816767286113,167.5043484110167,167.796182916126,73.48733706886397,65.65533366650014,25.06385918653365,28.620452476020137
dataset/train\downdog\00000152.jpg,downdog,1.4798294926393916,132.1337623344887,174.33886123385335,155.65655759142965,134.49253076152652,173.61491916837906,146.87576035553883,,,,,100.16703757566157,72.07225118220987,171.7015644901122,178.75391870195205,153.9310165694023,119.80175878653579,62.85519936334128,128.8718630991582,101.24641598666341,39.66399031047013,,,60.246766199049866,120.82528903482294,176.05975314987379,178.99130280485497,167.36738610604323,172.1859544268261,68.45170728025273,72.41990466883958,26.423711141846162,30.197396513276693
dataset/train\downdog\00000153.jpg,downdog,8.638986806381265,100.58955502836172,179.16104954266794,160.0658489490664,96.43025927037917,166.45335719003052,158.85633158472234,,,,,21.367609844615878,159.49948670278079,170.0269031678428,172.69310505136266,143.41672519614195,158.70485669422317,125.74297791383431,87.19604939703665,40.04821354749602,70.12642705786092,,,131.7081796193678,49.866872401222956,174.4836142632152,175.13922650083805,170.0144782612823,168.80609227075266,78.33062886684057,73.00260716513054,30.271441897749185,31.56678564628905
dataset/train\downdog\00000154.jpg,downdog,1.6903506289941548,116.18898938617575,172.84490398963814,156.98625821016572,116.90650447565918,170.77263371841832,151.93402739252977,,,,,150.57443825235066,27.101650835972677,167.52225049969013,167.85098028114646,155.10616564406348,155.3696066892994,94.39191907137774,116.23058294078177,71.28718117646635,58.531008743302905,,,109.64810869336691,65.27863338537851,172.34623603373603,173.63815919962792,147.00466436369217,149.32242165368595,57.77037111557001,63.523089056397424,22.609793401637962,24.108051334850536
dataset/train\downdog\00000155.jpg,downdog,0.6184715532084909,95.61856820854331,173.69131294040818,156.72543745585952,85.87901306496167,172.334565423273,162.2295402676412,,,,,71.42943627149117,121.4851339084226,177.66623740153898,158.58252935289343,143.02197309866685,177.49311011107176,101.59570405376647,49.94215732690086,56.33318913221606,100.10026528783263,,,132.7263257461717,51.64167345548276,178.22502044259062,175.97791860472262,173.51936569484852,168.5579579539286,97.50922982686717,76.99680885631274,19.33456000685574,25.828936376231823
dataset/train\downdog\00000156.jpg,downdog,0.3320404764377076,117.77715987142841,175.90587140493778,161.16929761931627,129.24087831241422,177.51848031338304,142.1191472384056,,,,,168.10489579487705,15.99912738721904,163.73313659791927,168.52309150406202,164.7186454198301,155.19024523997103,123.49874420186815,177.18032290860378,43.54794993207884,2.3483440234020256,,,37.252993951448396,142.70742187830734,144.60437281471076,148.84263054026945,154.78050184202732,158.87017805473067,37.15817688532603,49.12524261922124,21.532810607963132,20.44216002077229
dataset/train\downdog\00000158.jpg,downdog,11.290997564352821,116.22158455670173,177.7125625031874,161.6586040331436,158.31893938457742,176.43021593567772,104.58456083811544,,,,,84.3153711575292,90.98172567439205,166.05377473058883,173.50400420130484,167.26645596469436,142.91237704448156,87.43376964401945,55.86735149360487,79.17998795064587,117.73123541042476,,,58.197376270808874,123.24370175434981,173.72200017657516,173.86099227575602,158.05984255089865,166.68940641916438,72.6215593545535,91.4818979937257,24.605140599346814,22.579835947783728
dataset/train\downdog\00000159.jpg,downdog,1.4798294926393916,132.1337623344887,174.33886123385335,155.65655759142965,134.49253076152652,173.61491916837906,146.87576035553883,,,,,100.16703757566157,72.07225118220987,171.7015644901122,178.75391870195205,153.9310165694023,119.80175878653579,62.85519936334128,128.8718630991582,101.24641598666341,39.66399031047013,,,60.246766199049866,120.82528903482294,176.05975314987379,178.99130280485497,167.36738610604323,172.1859544268261,68.45170728025273,72.41990466883958,26.423711141846162,30.197396513276693
dataset/train\downdog\00000160.jpg,downdog,1.6903506289941548,116.18898938617575,172.84490398963814,156.98625821016572,116.90650447565918,170.77263371841832,151.93402739252977,,,,,150.57443825235066,27.101650835972677,167.52225049969013,167.85098028114646,155.10616564406348,155.3696066892994,94.39191907137774,116.23058294078177,71.28718117646635,58.531008743302905,,,109.64810869336691,65.27863338537851,172.34623603373603,173.63815919962792,147.00466436369217,149.32242165368595,57.77037111557001,63.523089056397424,22.609793401637962,24.108051334850536
dataset/train\downdog\00000161.jpg,downdog,6.192245368020891,107.74050696961802,178.27874590256351,166.26819843976568,121.02558905483095,177.8986487124166,158.36479392645447,,,,,129.6383910281488,54.53130923285618,151.999865432783,160.02161696826653,166.11115764208367,159.69427387520165,102.39974814107049,154.02447785687326,59.156659367429334,21.886960212351074,,,107.3668367347597,73.00084600497749,175.8219510462803,177.15366940701387,166.0668737651481,168.56361775948338,88.58570711676259,87.47654961364346,18.41934765197038,15.29479622434213
dataset/train\downdog\00000162.jpg,downdog,0.016447555773687967,124.74094032799893,174.93046559282442,159.14725097495585,128.3111347376399,175.1958106371815,155.41322062933358,,,,,73.13772960591895,114.43215590796899,172.17041972073648,163.8707862179927,156.24386988096265,174.1374012478679,101.23337098961511,64.5470842114437,64.54878689399915,97.30825028487443,,,111.77481561485756,69.29477777008452,179.11829586074458,179.29816767286113,167.5043484110167,167.796182916126,73.48733706886397,65.65533366650014,25.06385918653365,28.620452476020137
dataset/train\downdog\00000163.jpg,downdog,8.638986806381265,100.58955502836172,179.16104954266794,160.0658489490664,96.43025927037917,166.45335719003052,158.85633158472234,,,,,21.367609844615878,159.49948670278079,170.0269031678428,172.69310505136266,143.41672519614195,158.70485669422317,125.74297791383431,87.19604939703665,40.04821354749602,70.12642705786092,,,131.7081796193678,49.866872401222956,174.4836142632152,175.13922650083805,170.0144782612823,168.80609227075266,78.33062886684057,73.00260716513054,30.271441897749185,31.56678564628905
dataset/train\downdog\00000164.jpg,downdog,0.6184715532084909,95.61856820854331,173.69131294040818,156.72543745585952,85.87901306496167,172.334565423273,162.2295402676412,,,,,71.42943627149117,121.4851339084226,177.66623740153898,158.58252935289343,143.02197309866685,177.49311011107176,101.59570405376647,49.94215732690086,56.33318913221606,100.10026528783263,,,132.7263257461717,51.64167345548276,178.22502044259062,175.97791860472262,173.51936569484852,168.5579579539286,97.50922982686717,76.99680885631274,19.33456000685574,25.828936376231823
dataset/train\downdog\00000165.jpg,downdog,0.3320404764377076,117.77715987142841,175.90587140493778,161.16929761931627,129.24087831241422,177.51848031338304,142.1191472384056,,,,,168.10489579487705,15.99912738721904,163.73313659791927,168.52309150406202,164.7186454198301,155.19024523997103,123.49874420186815,177.18032290860378,43.54794993207884,2.3483440234020256,,,37.252993951448396,142.70742187830734,144.60437281471076,148.84263054026945,154.78050184202732,158.87017805473067,37.15817688532603,49.12524261922124,21.532810607963132,20.44216002077229
dataset/train\downdog\00000166.jpg,downdog,2.719757288119169,108.78326092249169,179.79169021861264,165.50063770533433,117.69719333456813,178.65977098348185,150.4570553266736,,,,,169.8064858704127,7.854823178878067,178.73895220878885,176.5178651461382,147.35410094669476,156.4275523329405,108.14836685125904,155.68826467374288,59.21904658481159,22.062861230235168,,,91.51673958334744,86.42729078942796,179.5194078448278,178.440938379769,158.26737816439746,166.88451818256087,67.05404586240465,76.88718681784239,22.534468468868837,23.203288654806332
dataset/train\downdog\00000170.jpg,downdog,0.9113330465349742,94.78274905380479,170.2879853143732,155.87573698703025,99.68520354231585,171.98709747124303,146.0359046961345,,,,,165.1848478314114,16.575280587479998,167.68228370125527,167.97993791053983,149.68872177268008,132.13433134367529,86.31448029974649,136.31748221441725,67.83220956122446,35.96389905261652,,,157.49155111917588,22.559665433701255,177.45546485059972,179.10616440744485,159.57166660037157,170.0014118230126,90.78962105476872,93.71448850996522,21.775873733880786,30.80216007053853
dataset/train\downdog\00000172.jpg,downdog,0.975272295494656,123.93955328395981,174.2131871259047,167.43254056999916,127.3468425923654,169.9716438865438,166.98654972781932,,,,,72.07736117543234,108.61818085184227,162.96182503996494,165.92036735525548,162.52052225568937,173.07668190228705,140.20049111825512,93.3234963966793,34.72451052453726,71.46267974596233,,,118.18112939684428,63.998726462639745,178.84044748377968,179.80754309544312,168.27425191891894,164.74987024116774,75.65455533062679,63.31521898955817,17.71691853638822,22.742180497023178
dataset/train\downdog\00000174.jpg,downdog,4.742102504083063,126.78059654198603,167.49148716179602,172.3251844930019,126.38117303649942,175.219078049205,164.59807794530343,,,,,100.83177096903533,87.87200656581534,158.1776765742338,159.55958680546254,167.10399383567446,167.68727882255305,80.85706292708694,86.22915218155005,86.08261221742607,72.53470966406786,,,130.6178167362468,51.10866610247534,83.2192056910922,85.90908068189141,143.0209088722195,133.53603916464823,64.97815406228666,40.98517611301937,14.688205985403568,21.584502742410926
dataset/train\downdog\00000175.jpg,downdog,0.8651501729004496,121.04340984313822,174.64144892278065,161.9148720760597,135.39072475549904,175.20671278346177,145.0750718764269,,,,,164.23693209846775,21.209374231196414,170.20441151250557,163.5415172006968,150.92317408813025,141.81171481464852,82.57614262079682,103.08140950606295,66.82940847982273,67.51533093132116,,,40.15947382655826,137.1819145671719,169.55420362001593,168.8650851649156,153.08250717622673,163.1981267643374,75.7464939306127,86.9864050506478,24.662304006661465,30.140489934687913
dataset/train\downdog\00000176.jpg,downdog,2.464082515236721,116.09885970486165,178.69107452124547,165.05902517172575,118.94074688617177,178.87550334973528,158.7647281338599,,,,,170.42345893065036,12.61892284533176,154.31365661265988,156.22060561595188,157.57390022085477,153.36745336955926,116.54250265254639,140.58272768561636,46.43359066829335,32.921975879771985,,,5.488128470306494,174.9868755664705,179.08556417812002,177.12722481876827,169.38244625575928,171.4030378432763,67.3435567777445,73.67515810163798,26.227791179931533,25.060051565695634
dataset/train\downdog\00000177.jpg,downdog,6.931808481047624,128.13858947214678,147.36516057334674,111.3542859923317,118.95852527305276,175.67569618395603,167.03618798512855,,,,,44.85852519644705,152.31571137629842,133.6471162698045,138.65851903860604,157.00827679343925,165.85879982977409,169.32042399014767,71.95545955213592,6.061824055018441,92.89829101654288,,,151.27764208864323,27.604673152864834,153.1170158079996,158.93565008968463,144.39780241075255,159.44471617306263,66.03087993115572,71.41888741384217,16.56227729138329,24.323442246306833
dataset/train\downdog\00000179.jpg,downdog,5.699308011362718,94.67168992323053,176.75501465697252,159.74891781924032,115.90989666941836,175.98228918349284,132.79212360125925,,,,,122.78513072260498,52.972590693068845,165.39040028647017,172.70969732341428,161.4032431701495,153.68614601246497,102.65985086164775,176.22877281607666,60.280301793766704,3.387320094933509,,,38.75137179681863,142.2470155433221,173.1204069787381,176.1353480392296,168.54943713583336,173.9808491780387,94.74908848993813,90.38763248063488,25.034075155448654,29.613789275902004
dataset/train\downdog\00000180.jpg,downdog,3.8821963457555593,121.71880375856269,177.03683319037916,161.67760801663647,131.02739995095055,176.62442209978266,141.08267738664398,,,,,58.46201385785928,120.05758636741855,161.08075194945891,156.396975198905,154.649050239988,170.45795408970716,145.75149949469332,65.00604228791175,30.469322340302334,98.61847281531774,,,128.19012024130146,53.39430981571352,175.31172312411962,174.24560708869794,163.782081556726,163.21780211177614,83.61811229893281,73.46656115364527,23.787135131148958,23.863596940994753
dataset/train\downdog\00000181.bmp,downdog,7.1424564606557865,128.08274885976434,176.63806682602288,152.27115184433117,131.38234888449492,179.0648222767765,149.8199327263615,,,,,86.25398632423304,87.33257486377258,162.58284409540664,159.12083351386042,159.5681122185186,175.54153246070402,127.98444154424065,101.43720355155469,44.05057970307827,73.47531464272573,,,151.72269673644666,28.30777942359087,179.40292698991635,178.54603059076086,153.93481881962353,158.6567479249167,71.64227595318,84.41783784877116,23.366472197267587,19.23692574936653
dataset/train\downdog\00000182.jpg,downdog,2.5089746363003207,129.25336185636147,179.44670148070912,168.78455287803013,139.44760402308526,177.65667911837446,156.42071870528255,,,,,177.15457029871212,1.6192155541989939,175.30981351466673,172.72519547940433,125.70395424403152,119.28505506870383,96.70621576484807,127.39171672109312,68.56318476430499,48.53742856913704,,,6.641864203550355,169.35799204097594,61.70322113636816,69.39883887434152,158.5458036205032,155.91375242155382,67.07040031982116,45.0143859001865,20.662800117455372,19.0086211490285
dataset/train\downdog\00000183.jpg,downdog,1.2774672334190562,110.91925174412413,179.9545226801584,164.33572359791935,110.9086037379685,177.0324931623061,159.84578715654274,,,,,139.9520165808994,36.53531526674458,156.37493712805556,160.0620715826446,162.22447288332134,157.87411493995006,137.9601308656137,149.34694900204366,34.53953375435255,29.024740162173874,,,7.305938934072131,171.08258943735473,172.92162887639176,173.56622272520602,154.31200230212127,160.30806134156336,56.31704660053732,61.23741396846462,34.272136176847255,26.064331897262313
dataset/train\downdog\00000186.png,downdog,5.483904880229266,146.53427665654604,161.77707766765008,101.07066106502877,74.69538417774685,179.40937575167683,162.15518025734016,,,,,147.85862382242283,33.7450256924072,174.45443831668715,175.07149610115943,118.92334714866456,141.56744050654774,126.08536117865208,97.55234667345296,37.21242906342613,70.57832609147071,,,175.3174359803729,5.3419591631749475,175.31638566374082,176.9977086666583,173.1951263822817,168.8940061374801,124.8626509021937,110.27019075443661,22.68684491881457,28.4981341630842
dataset/train\downdog\00000187.jpg,downdog,7.076863064836331,112.83624476633422,179.18682748025353,167.3214923338391,126.76475637882454,178.50505809525683,144.91749041876054,,,,,92.10757223569318,88.49106381377324,167.90702130483538,167.25741930687357,149.80216996298353,155.23356452188446,108.07496269330308,155.99325646306815,62.600691722387076,21.506542013547833,,,24.75153006335307,156.10864680122341,174.4657830848422,175.8160608981134,168.75330621387306,175.0432409706967,75.08337098184931,78.8743698304684,28.776052808203545,34.49844044033606
dataset/train\downdog\00000189.jpg,downdog,2.948782848068985,99.63114136075258,177.9471346952321,165.25524577926458,96.08500055739113,175.46286586716855,171.06244676209462,,,,,156.33911394443106,22.63819080651956,168.45263903137825,176.78895854433932,128.73956833473167,78.8347305388288,72.42820117744854,129.38749327660133,72.87824989369395,35.635872978138764,,,0.3599747121020618,179.9943159935009,179.85041061677563,179.6572634385607,169.6688302462157,173.74055548620686,79.86430302054954,84.68759220230643,29.066488657297647,31.4332863028378
dataset/train\downdog\00000197.jpg,downdog,0.6354719216781748,131.13074198554887,176.1612184562878,150.87724571259747,131.03352970683335,177.3142509834182,148.56354921036652,,,,,77.26665825297081,103.78472165638475,169.12733173585693,170.8392315595234,178.99407719496867,168.34200939640297,88.14906837866008,140.5074402120855,66.28684005051377,35.58703259937015,,,22.94905006892849,157.49283405945238,178.32879621009744,179.84316817137474,166.35738938059646,176.47296507018845,66.22962362554765,77.04782938183975,25.15590959292538,28.134067743755246
dataset/train\downdog\00000198.png,downdog,18.076273604146877,104.70476273915757,174.74365585005268,153.7436947325925,112.37922295856411,179.72299153826788,157.36655316595173,,,,,83.42293736331848,93.57990018801607,171.44712392979756,169.77179044767885,144.82009960454653,138.09518976822855,176.0264881287891,97.88053421863451,3.2823275895644386,65.857919981404,,,148.56861262053044,31.129786225321553,175.5140648686395,175.0242119691859,175.89223975057524,171.66455033780412,82.47833691952766,76.34688986963445,30.201979385993045,28.44696138353611
dataset/train\downdog\00000199.jpg,downdog,3.8821963457555593,121.71880375856269,177.03683319037916,161.67760801663647,131.02739995095055,176.62442209978266,141.08267738664398,,,,,58.46201385785928,120.05758636741855,161.08075194945891,156.396975198905,154.649050239988,170.45795408970716,145.75149949469332,65.00604228791175,30.469322340302334,98.61847281531774,,,128.19012024130146,53.39430981571352,175.31172312411962,174.24560708869794,163.782081556726,163.21780211177614,83.61811229893281,73.46656115364527,23.787135131148958,23.863596940994753
dataset/train\downdog\00000200.jpg,downdog,0.07809574461785271,124.2425219633491,178.9123786994323,140.29072814820785,134.8570976245478,179.1186601725844,128.04089672296806,,,,,130.441275496941,58.27758682907157,161.61835197179767,170.61608417175566,166.91822183944228,141.52878546207873,88.47482251516517,169.40953885814451,69.46123983351475,8.646359900603448,,,44.607305765316525,137.08228363006572,179.51761136220603,179.7651311271795,162.60002352354184,168.57512170088836,75.34519883325714,76.25273708299916,29.36339496779102,31.83747750604823
dataset/train\downdog\00000201.jpg,downdog,5.699308011362718,94.67168992323053,176.75501465697252,159.74891781924032,115.90989666941836,175.98228918349284,132.79212360125925,,,,,122.78513072260498,52.972590693068845,165.39040028647017,172.70969732341428,161.4032431701495,153.68614601246497,102.65985086164775,176.22877281607666,60.280301793766704,3.387320094933509,,,38.75137179681863,142.2470155433221,173.1204069787381,176.1353480392296,168.54943713583336,173.9808491780387,94.74908848993813,90.38763248063488,25.034075155448654,29.613789275902004
dataset/train\downdog\00000203.png,downdog,5.483904880229266,146.53427665654604,161.77707766765008,101.07066106502877,74.69538417774685,179.40937575167683,162.15518025734016,,,,,147.85862382242283,33.7450256924072,174.45443831668715,175.07149610115943,118.92334714866456,141.56744050654774,126.08536117865208,97.55234667345296,37.21242906342613,70.57832609147071,,,175.3174359803729,5.3419591631749475,175.31638566374082,176.9977086666583,173.1951263822817,168.8940061374801,124.8626509021937,110.27019075443661,22.68684491881457,28.4981341630842
dataset/train\downdog\00000204.jpg,downdog,0.48355113586406856,131.84721085782186,178.94723131389688,154.24386283963872,137.66244321193338,179.51663212950797,150.81748974427165,,,,,144.80598119881043,32.9761662679681,166.9149710523216,165.34138767117793,141.19303114631282,135.8266749990326,105.76588634513936,140.85177462637552,54.61338328714587,27.8930605055363,,,68.93424905099388,109.2816824040735,179.87141141787848,179.79598777305327,161.32902812753258,169.3892909949522,51.47038578163902,58.47538483804992,20.699151491328788,22.613145446053046
dataset/train\downdog\00000206.jpg,downdog,4.180750576176669,113.1584750331408,175.0142540231653,144.85959972250188,113.35653583726481,178.02508687105177,149.28968241625088,,,,,179.57654772654,1.845668686555718,164.6150725905409,164.12795990388202,160.6281016628548,152.00776451334212,79.27910597997025,162.28570878386284,87.18293244386382,12.940514617227986,,,157.34110173910076,23.073282825066997,179.32660056856605,179.28924087801244,166.3541665741275,170.99918373572794,70.12383881570166,75.63141767513939,26.193124043838285,27.73705597201764
dataset/train\downdog\00000208.jpg,downdog,1.2355826608255613,150.02662069077155,179.33078086689554,142.16836742573673,143.29090257433253,179.07217313361767,145.8469005497704,,,,,26.306694376396884,152.17056765309178,176.68377728336623,176.05355236294085,110.08642903499275,126.36422596212526,143.35785464325772,85.67473635326847,26.723177611815096,71.81638998690639,,,118.91422106315508,62.361767447776316,178.29535920124223,179.84987181633352,140.58218341540316,132.4653819322516,65.08047415141596,59.558083995084736,15.445855408314506,12.96505331598727
